  4263 1495299171.13614: Loading Connection 'network_cli' from /usr/lib/python2.7/dist-packages/ansible/plugins/connection/network_cli.py
  4263 1495299171.13994: Loading ShellModule 'csh' from /usr/lib/python2.7/dist-packages/ansible/plugins/shell/csh.py
  4263 1495299171.14062: Loading ShellModule 'fish' from /usr/lib/python2.7/dist-packages/ansible/plugins/shell/fish.py
  4263 1495299171.14117: Loading ShellModule 'powershell' from /usr/lib/python2.7/dist-packages/ansible/plugins/shell/powershell.py
  4263 1495299171.14135: Loading ShellModule 'sh' from /usr/lib/python2.7/dist-packages/ansible/plugins/shell/sh.py
  4263 1495299171.14208: Loading ShellModule 'sh' from /usr/lib/python2.7/dist-packages/ansible/plugins/shell/sh.py (found_in_cache=True, class_only=False)
  4263 1495299171.46134: Loading TerminalModule 'ios' from /usr/lib/python2.7/dist-packages/ansible/plugins/terminal/ios.py
2017-05-20 16:53:21,257 p=4291 u=vagrant |    4291 1495299201.25655: starting run
2017-05-20 18:02:03,597 p=7306 u=vagrant |  TASK [Save configuration to local file] ************************************************************
2017-05-20 18:02:04,097 p=7306 u=vagrant |  ok: [E1 -> localhost] => {"changed": false, "checksum": "423694e187073ef26ae39fd703241555e156df8b", "dest": "../Private/ConfigRepo/E1.cfg", "gid": 1000, "group": "vagrant", "mode": "0664", "owner": "vagrant", "path": "../Private/ConfigRepo/E1.cfg", "size": 5782, "state": "file", "uid": 1000}
2017-05-20 18:02:04,102 p=7306 u=vagrant |  PLAY RECAP *****************************************************************************************
2017-05-20 18:02:04,103 p=7306 u=vagrant |  E1                         : ok=3    changed=0    unreachable=0    failed=0   
2017-05-20 18:02:27,816 p=7262 u=vagrant |  closing shell due to sigalarm
2017-05-20 18:02:27,816 p=7262 u=vagrant |  closing shell on device
2017-05-20 18:02:27,816 p=7262 u=vagrant |  shutting down control socket, connection was active for 0:00:31.762085 secs
2017-05-20 18:02:27,816 p=7262 u=vagrant |  closing connection
2017-05-20 18:02:27,816 p=7262 u=vagrant |  closing shell on device
2017-05-20 18:02:27,901 p=7258 u=vagrant |  closing shell due to sigalarm
2017-05-20 18:02:27,902 p=7258 u=vagrant |  closing shell on device
2017-05-20 18:02:27,902 p=7258 u=vagrant |  shutting down control socket, connection was active for 0:00:31.795434 secs
2017-05-20 18:02:27,902 p=7258 u=vagrant |  closing connection
2017-05-20 18:02:27,902 p=7258 u=vagrant |  closing shell on device
2017-05-20 18:02:27,918 p=7260 u=vagrant |  closing shell due to sigalarm
2017-05-20 18:02:27,918 p=7260 u=vagrant |  closing shell on device
2017-05-20 18:02:27,919 p=7260 u=vagrant |  shutting down control socket, connection was active for 0:00:32.340293 secs
2017-05-20 18:02:27,919 p=7260 u=vagrant |  closing connection
2017-05-20 18:02:27,919 p=7260 u=vagrant |  closing shell on device
2017-05-20 18:02:27,935 p=7261 u=vagrant |  closing shell due to sigalarm
2017-05-20 18:02:27,935 p=7261 u=vagrant |  closing shell on device
2017-05-20 18:02:27,936 p=7261 u=vagrant |  shutting down control socket, connection was active for 0:00:32.085701 secs
2017-05-20 18:02:27,936 p=7261 u=vagrant |  closing connection
2017-05-20 18:02:27,936 p=7261 u=vagrant |  closing shell on device
2017-05-20 18:02:33,528 p=7259 u=vagrant |  closing shell due to sigalarm
2017-05-20 18:02:33,528 p=7259 u=vagrant |  closing shell on device
2017-05-20 18:02:33,529 p=7259 u=vagrant |  shutting down control socket, connection was active for 0:00:37.409489 secs
2017-05-20 18:02:33,529 p=7259 u=vagrant |  closing connection
2017-05-20 18:02:33,529 p=7259 u=vagrant |  closing shell on device
2017-05-20 18:06:32,123 p=7416 u=vagrant |  Using /vagrant/Examples/Config-to-Git/ansible.cfg as config file
2017-05-20 18:06:32,224 p=7416 u=vagrant |  PLAY [Get device configuration] ********************************************************************
2017-05-20 18:06:32,247 p=7416 u=vagrant |  TASK [Grab configuration] **************************************************************************
2017-05-20 18:06:32,446 p=7427 u=vagrant |  creating new control socket for host 172.16.1.110:22 as user cisco
2017-05-20 18:06:32,446 p=7427 u=vagrant |  control socket path is /home/vagrant/.ansible/pc/d537d3ea98
2017-05-20 18:06:32,446 p=7427 u=vagrant |  current working directory is /vagrant/Examples/Config-to-Git
2017-05-20 18:06:32,446 p=7427 u=vagrant |  using connection plugin network_cli
2017-05-20 18:06:32,836 p=7427 u=vagrant |  ssh connection done, setting terminal
2017-05-20 18:06:32,842 p=7427 u=vagrant |  ssh connection has completed successfully
2017-05-20 18:06:32,842 p=7427 u=vagrant |  connection established to 172.16.1.110 in 0:00:00.395818
2017-05-20 18:06:33,438 p=7427 u=vagrant |  incoming request accepted on persistent socket
2017-05-20 18:06:33,438 p=7427 u=vagrant |  socket operation is CONTEXT
2017-05-20 18:06:33,439 p=7427 u=vagrant |  updating play_context for connection
2017-05-20 18:06:33,439 p=7427 u=vagrant |  socket operation is EXEC
2017-05-20 18:06:33,439 p=7427 u=vagrant |  attempting to open shell to device
2017-05-20 18:06:33,671 p=7427 u=vagrant |  shell successfully opened
2017-05-20 18:06:33,671 p=7427 u=vagrant |  socket operation completed with rc 0
2017-05-20 18:06:33,919 p=7427 u=vagrant |  incoming request accepted on persistent socket
2017-05-20 18:06:33,919 p=7427 u=vagrant |  socket operation is EXEC
2017-05-20 18:06:36,434 p=7427 u=vagrant |  socket operation completed with rc 0
2017-05-20 18:06:36,456 p=7416 u=vagrant |  ok: [E1] => {"changed": false, "stdout": ["Building configuration...\n\n  \nCurrent configuration : 5713 bytes\n!\n! Last configuration change at 16:21:30 UTC Sat May 20 2017\n!\nversion 15.6\nservice timestamps debug datetime msec\nservice timestamps log datetime msec\nno service password-encryption\n!\nhostname E1\n!\nboot-start-marker\nboot-end-marker\n!\n!\nvrf definition Mgmt-intf\n !\n address-family ipv4\n exit-address-family\n !\n address-family ipv6\n exit-address-family\n!\nenable password cisco\n!\nno aaa new-model\nethernet lmi ce\n!\n!\n!\nmmi polling-interval 60\nno mmi auto-configure\nno mmi pvc\nmmi snmp-timeout 180\n!\n!\n!\n!\n!\n!\n!\n!\n!\n!\n!\nno ip domain lookup\nip domain name virl.info\nip cef\nipv6 unicast-routing\nipv6 cef\n!\nmultilink bundle-name authenticated\n!\n!\n!\n!\nusername cisco privilege 15 secret 5 $1$RAXT$6oxKk2h6fcs.cPcx/INdj0\n!\nredundancy\n!\nno cdp run\n!\n! \n!\n!\n!\n!\n!\n!\n!\n!\n!\n!\n!\n!\ninterface Loopback0\n description Loopback\n ip address 192.168.0.2 255.255.255.255\n ip ospf 1 area 0\n!\ninterface GigabitEthernet0/0\n description OOB Management\n vrf forwarding Mgmt-intf\n ip address 172.16.1.110 255.255.255.0\n duplex full\n speed auto\n media-type rj45\n!\ninterface GigabitEthernet0/1\n description to PE1\n ip address 10.0.0.13 255.255.255.252\n ip ospf network point-to-multipoint\n ip ospf dead-interval 10\n ip ospf hello-interval 3\n ip ospf 1 area 0\n ip ospf cost 10\n duplex full\n speed auto\n media-type rj45\n mpls ip\n!\ninterface GigabitEthernet0/2\n description to E2\n ip address 10.0.0.21 255.255.255.252\n ip ospf network point-to-multipoint\n ip ospf dead-interval 10\n ip ospf hello-interval 3\n ip ospf 1 area 0\n ip ospf cost 5\n duplex full\n speed auto\n media-type rj45\n mpls ip\n!\ninterface GigabitEthernet0/3\n description to E3\n ip address 10.0.0.25 255.255.255.252\n duplex full\n speed auto\n media-type rj45\n!\nrouter ospf 1\n router-id 192.168.0.2\n!\nrouter bgp 64500\n bgp router-id 192.168.0.2\n bgp log-neighbor-changes\n neighbor 10.0.0.26 remote-as 64501\n neighbor 10.0.0.26 description EBGP session to E3\n neighbor 10.0.0.26 ebgp-multihop 2\n neighbor 192.168.0.1 remote-as 64500\n neighbor 192.168.0.1 description IBGP session to PE1\n neighbor 192.168.0.1 update-source Loopback0\n neighbor 192.168.0.4 remote-as 64500\n neighbor 192.168.0.4 description IBGP session to E2\n neighbor 192.168.0.4 update-source Loopback0\n !\n address-family ipv4\n  redistribute connected route-map Redistribute32\n  neighbor 10.0.0.26 activate\n  neighbor 10.0.0.26 send-community\n  neighbor 10.0.0.26 send-label\n  neighbor 192.168.0.1 activate\n  neighbor 192.168.0.1 send-community\n  neighbor 192.168.0.1 route-reflector-client\n  neighbor 192.168.0.1 next-hop-self\n  neighbor 192.168.0.1 send-label\n  neighbor 192.168.0.4 activate\n  neighbor 192.168.0.4 send-community\n  neighbor 192.168.0.4 next-hop-self\n  neighbor 192.168.0.4 send-label\n  maximum-paths 32\n  maximum-paths ibgp 32\n exit-address-family\n !\n address-family vpnv4\n  neighbor 10.0.0.26 activate\n  neighbor 10.0.0.26 send-community both\n  neighbor 10.0.0.26 next-hop-unchanged\n  neighbor 192.168.0.1 activate\n  neighbor 192.168.0.1 send-community both\n  neighbor 192.168.0.1 route-reflector-client\n  neighbor 192.168.0.4 activate\n  neighbor 192.168.0.4 send-community both\n  maximum-paths 32\n exit-address-family\n!\nip forward-protocol nd\n!\n!\nno ip http server\nno ip http secure-server\nip ssh server algorithm authentication password\n!\n!\nip prefix-list Subnet32 seq 5 permit 192.168.0.2/32\n!\nroute-map Redistribute32 permit 10\n match ip address prefix-list Subnet32\n!\nsnmp-server community cisco RO\nsnmp-server chassis-id \n!\n!\ncontrol-plane\n!\nbanner exec ^C\n**************************************************************************\n* IOSv is strictly limited to use for evaluation, demonstration and IOS  *\n* education. IOSv is provided as-is and is not supported by Cisco's      *\n* Technical Advisory Center. Any use or disclosure, in whole or in part, *\n* of the IOSv Software or Documentation to any third party for any       *\n* purposes is expressly prohibited except as otherwise authorized by     *\n* Cisco in writing.                                                      *\n**************************************************************************^C\nbanner incoming ^C\n**************************************************************************\n* IOSv is strictly limited to use for evaluation, demonstration and IOS  *\n* education. IOSv is provided as-is and is not supported by Cisco's      *\n* Technical Advisory Center. Any use or disclosure, in whole or in part, *\n* of the IOSv Software or Documentation to any third party for any       *\n* purposes is expressly prohibited except as otherwise authorized by     *\n* Cisco in writing.                                                      *\n**************************************************************************^C\nbanner login ^C\n**************************************************************************\n* IOSv is strictly limited to use for evaluation, demonstration and IOS  *\n* education. IOSv is provided as-is and is not supported by Cisco's      *\n* Technical Advisory Center. Any use or disclosure, in whole or in part, *\n* of the IOSv Software or Documentation to any third party for any       *\n* purposes is expressly prohibited except as otherwise authorized by     *\n* Cisco in writing.                                                      *\n**************************************************************************^C\n!\nline con 0\n password cisco\nline aux 0\nline vty 0 4\n exec-timeout 720 0\n password cisco\n login local\n transport input telnet ssh\n!\nno scheduler allocate\nevent manager applet ssh-keys\n event syslog occurs 1 pattern \"%SYS-5-RESTART: System restarted\"\n action 1.0 cli command \"enable\"\n action 2.0 cli command \"configure terminal\"\n action 3.0 cli command \"crypto key generate rsa modulus 1024\"\n!\nend"], "stdout_lines": [["Building configuration...", "", "  ", "Current configuration : 5713 bytes", "!", "! Last configuration change at 16:21:30 UTC Sat May 20 2017", "!", "version 15.6", "service timestamps debug datetime msec", "service timestamps log datetime msec", "no service password-encryption", "!", "hostname E1", "!", "boot-start-marker", "boot-end-marker", "!", "!", "vrf definition Mgmt-intf", " !", " address-family ipv4", " exit-address-family", " !", " address-family ipv6", " exit-address-family", "!", "enable password cisco", "!", "no aaa new-model", "ethernet lmi ce", "!", "!", "!", "mmi polling-interval 60", "no mmi auto-configure", "no mmi pvc", "mmi snmp-timeout 180", "!", "!", "!", "!", "!", "!", "!", "!", "!", "!", "!", "no ip domain lookup", "ip domain name virl.info", "ip cef", "ipv6 unicast-routing", "ipv6 cef", "!", "multilink bundle-name authenticated", "!", "!", "!", "!", "username cisco privilege 15 secret 5 $1$RAXT$6oxKk2h6fcs.cPcx/INdj0", "!", "redundancy", "!", "no cdp run", "!", "! ", "!", "!", "!", "!", "!", "!", "!", "!", "!", "!", "!", "!", "interface Loopback0", " description Loopback", " ip address 192.168.0.2 255.255.255.255", " ip ospf 1 area 0", "!", "interface GigabitEthernet0/0", " description OOB Management", " vrf forwarding Mgmt-intf", " ip address 172.16.1.110 255.255.255.0", " duplex full", " speed auto", " media-type rj45", "!", "interface GigabitEthernet0/1", " description to PE1", " ip address 10.0.0.13 255.255.255.252", " ip ospf network point-to-multipoint", " ip ospf dead-interval 10", " ip ospf hello-interval 3", " ip ospf 1 area 0", " ip ospf cost 10", " duplex full", " speed auto", " media-type rj45", " mpls ip", "!", "interface GigabitEthernet0/2", " description to E2", " ip address 10.0.0.21 255.255.255.252", " ip ospf network point-to-multipoint", " ip ospf dead-interval 10", " ip ospf hello-interval 3", " ip ospf 1 area 0", " ip ospf cost 5", " duplex full", " speed auto", " media-type rj45", " mpls ip", "!", "interface GigabitEthernet0/3", " description to E3", " ip address 10.0.0.25 255.255.255.252", " duplex full", " speed auto", " media-type rj45", "!", "router ospf 1", " router-id 192.168.0.2", "!", "router bgp 64500", " bgp router-id 192.168.0.2", " bgp log-neighbor-changes", " neighbor 10.0.0.26 remote-as 64501", " neighbor 10.0.0.26 description EBGP session to E3", " neighbor 10.0.0.26 ebgp-multihop 2", " neighbor 192.168.0.1 remote-as 64500", " neighbor 192.168.0.1 description IBGP session to PE1", " neighbor 192.168.0.1 update-source Loopback0", " neighbor 192.168.0.4 remote-as 64500", " neighbor 192.168.0.4 description IBGP session to E2", " neighbor 192.168.0.4 update-source Loopback0", " !", " address-family ipv4", "  redistribute connected route-map Redistribute32", "  neighbor 10.0.0.26 activate", "  neighbor 10.0.0.26 send-community", "  neighbor 10.0.0.26 send-label", "  neighbor 192.168.0.1 activate", "  neighbor 192.168.0.1 send-community", "  neighbor 192.168.0.1 route-reflector-client", "  neighbor 192.168.0.1 next-hop-self", "  neighbor 192.168.0.1 send-label", "  neighbor 192.168.0.4 activate", "  neighbor 192.168.0.4 send-community", "  neighbor 192.168.0.4 next-hop-self", "  neighbor 192.168.0.4 send-label", "  maximum-paths 32", "  maximum-paths ibgp 32", " exit-address-family", " !", " address-family vpnv4", "  neighbor 10.0.0.26 activate", "  neighbor 10.0.0.26 send-community both", "  neighbor 10.0.0.26 next-hop-unchanged", "  neighbor 192.168.0.1 activate", "  neighbor 192.168.0.1 send-community both", "  neighbor 192.168.0.1 route-reflector-client", "  neighbor 192.168.0.4 activate", "  neighbor 192.168.0.4 send-community both", "  maximum-paths 32", " exit-address-family", "!", "ip forward-protocol nd", "!", "!", "no ip http server", "no ip http secure-server", "ip ssh server algorithm authentication password", "!", "!", "ip prefix-list Subnet32 seq 5 permit 192.168.0.2/32", "!", "route-map Redistribute32 permit 10", " match ip address prefix-list Subnet32", "!", "snmp-server community cisco RO", "snmp-server chassis-id ", "!", "!", "control-plane", "!", "banner exec ^C", "**************************************************************************", "* IOSv is strictly limited to use for evaluation, demonstration and IOS  *", "* education. IOSv is provided as-is and is not supported by Cisco's      *", "* Technical Advisory Center. Any use or disclosure, in whole or in part, *", "* of the IOSv Software or Documentation to any third party for any       *", "* purposes is expressly prohibited except as otherwise authorized by     *", "* Cisco in writing.                                                      *", "**************************************************************************^C", "banner incoming ^C", "**************************************************************************", "* IOSv is strictly limited to use for evaluation, demonstration and IOS  *", "* education. IOSv is provided as-is and is not supported by Cisco's      *", "* Technical Advisory Center. Any use or disclosure, in whole or in part, *", "* of the IOSv Software or Documentation to any third party for any       *", "* purposes is expressly prohibited except as otherwise authorized by     *", "* Cisco in writing.                                                      *", "**************************************************************************^C", "banner login ^C", "**************************************************************************", "* IOSv is strictly limited to use for evaluation, demonstration and IOS  *", "* education. IOSv is provided as-is and is not supported by Cisco's      *", "* Technical Advisory Center. Any use or disclosure, in whole or in part, *", "* of the IOSv Software or Documentation to any third party for any       *", "* purposes is expressly prohibited except as otherwise authorized by     *", "* Cisco in writing.                                                      *", "**************************************************************************^C", "!", "line con 0", " password cisco", "line aux 0", "line vty 0 4", " exec-timeout 720 0", " password cisco", " login local", " transport input telnet ssh", "!", "no scheduler allocate", "event manager applet ssh-keys", " event syslog occurs 1 pattern \"%SYS-5-RESTART: System restarted\"", " action 1.0 cli command \"enable\"", " action 2.0 cli command \"configure terminal\"", " action 3.0 cli command \"crypto key generate rsa modulus 1024\"", "!", "end"]]}
2017-05-20 18:06:36,461 p=7416 u=vagrant |  TASK [set_fact] ************************************************************************************
2017-05-20 18:06:36,525 p=7416 u=vagrant |  ok: [E1] => {"ansible_facts": {"config": "!\n! Last configuration change at 16:21:30 UTC Sat May 20 2017\n!\nversion 15.6\nservice timestamps debug datetime msec\nservice timestamps log datetime msec\nno service password-encryption\n!\nhostname E1\n!\nboot-start-marker\nboot-end-marker\n!\n!\nvrf definition Mgmt-intf\n !\n address-family ipv4\n exit-address-family\n !\n address-family ipv6\n exit-address-family\n!\nenable password cisco\n!\nno aaa new-model\nethernet lmi ce\n!\n!\n!\nmmi polling-interval 60\nno mmi auto-configure\nno mmi pvc\nmmi snmp-timeout 180\n!\n!\n!\n!\n!\n!\n!\n!\n!\n!\n!\nno ip domain lookup\nip domain name virl.info\nip cef\nipv6 unicast-routing\nipv6 cef\n!\nmultilink bundle-name authenticated\n!\n!\n!\n!\nusername cisco privilege 15 secret 5 $1$RAXT$6oxKk2h6fcs.cPcx/INdj0\n!\nredundancy\n!\nno cdp run\n!\n! \n!\n!\n!\n!\n!\n!\n!\n!\n!\n!\n!\n!\ninterface Loopback0\n description Loopback\n ip address 192.168.0.2 255.255.255.255\n ip ospf 1 area 0\n!\ninterface GigabitEthernet0/0\n description OOB Management\n vrf forwarding Mgmt-intf\n ip address 172.16.1.110 255.255.255.0\n duplex full\n speed auto\n media-type rj45\n!\ninterface GigabitEthernet0/1\n description to PE1\n ip address 10.0.0.13 255.255.255.252\n ip ospf network point-to-multipoint\n ip ospf dead-interval 10\n ip ospf hello-interval 3\n ip ospf 1 area 0\n ip ospf cost 10\n duplex full\n speed auto\n media-type rj45\n mpls ip\n!\ninterface GigabitEthernet0/2\n description to E2\n ip address 10.0.0.21 255.255.255.252\n ip ospf network point-to-multipoint\n ip ospf dead-interval 10\n ip ospf hello-interval 3\n ip ospf 1 area 0\n ip ospf cost 5\n duplex full\n speed auto\n media-type rj45\n mpls ip\n!\ninterface GigabitEthernet0/3\n description to E3\n ip address 10.0.0.25 255.255.255.252\n duplex full\n speed auto\n media-type rj45\n!\nrouter ospf 1\n router-id 192.168.0.2\n!\nrouter bgp 64500\n bgp router-id 192.168.0.2\n bgp log-neighbor-changes\n neighbor 10.0.0.26 remote-as 64501\n neighbor 10.0.0.26 description EBGP session to E3\n neighbor 10.0.0.26 ebgp-multihop 2\n neighbor 192.168.0.1 remote-as 64500\n neighbor 192.168.0.1 description IBGP session to PE1\n neighbor 192.168.0.1 update-source Loopback0\n neighbor 192.168.0.4 remote-as 64500\n neighbor 192.168.0.4 description IBGP session to E2\n neighbor 192.168.0.4 update-source Loopback0\n !\n address-family ipv4\n  redistribute connected route-map Redistribute32\n  neighbor 10.0.0.26 activate\n  neighbor 10.0.0.26 send-community\n  neighbor 10.0.0.26 send-label\n  neighbor 192.168.0.1 activate\n  neighbor 192.168.0.1 send-community\n  neighbor 192.168.0.1 route-reflector-client\n  neighbor 192.168.0.1 next-hop-self\n  neighbor 192.168.0.1 send-label\n  neighbor 192.168.0.4 activate\n  neighbor 192.168.0.4 send-community\n  neighbor 192.168.0.4 next-hop-self\n  neighbor 192.168.0.4 send-label\n  maximum-paths 32\n  maximum-paths ibgp 32\n exit-address-family\n !\n address-family vpnv4\n  neighbor 10.0.0.26 activate\n  neighbor 10.0.0.26 send-community both\n  neighbor 10.0.0.26 next-hop-unchanged\n  neighbor 192.168.0.1 activate\n  neighbor 192.168.0.1 send-community both\n  neighbor 192.168.0.1 route-reflector-client\n  neighbor 192.168.0.4 activate\n  neighbor 192.168.0.4 send-community both\n  maximum-paths 32\n exit-address-family\n!\nip forward-protocol nd\n!\n!\nno ip http server\nno ip http secure-server\nip ssh server algorithm authentication password\n!\n!\nip prefix-list Subnet32 seq 5 permit 192.168.0.2/32\n!\nroute-map Redistribute32 permit 10\n match ip address prefix-list Subnet32\n!\nsnmp-server community cisco RO\nsnmp-server chassis-id \n!\n!\ncontrol-plane\n!\nbanner exec ^C\n**************************************************************************\n* IOSv is strictly limited to use for evaluation, demonstration and IOS  *\n* education. IOSv is provided as-is and is not supported by Cisco's      *\n* Technical Advisory Center. Any use or disclosure, in whole or in part, *\n* of the IOSv Software or Documentation to any third party for any       *\n* purposes is expressly prohibited except as otherwise authorized by     *\n* Cisco in writing.                                                      *\n**************************************************************************^C\nbanner incoming ^C\n**************************************************************************\n* IOSv is strictly limited to use for evaluation, demonstration and IOS  *\n* education. IOSv is provided as-is and is not supported by Cisco's      *\n* Technical Advisory Center. Any use or disclosure, in whole or in part, *\n* of the IOSv Software or Documentation to any third party for any       *\n* purposes is expressly prohibited except as otherwise authorized by     *\n* Cisco in writing.                                                      *\n**************************************************************************^C\nbanner login ^C\n**************************************************************************\n* IOSv is strictly limited to use for evaluation, demonstration and IOS  *\n* education. IOSv is provided as-is and is not supported by Cisco's      *\n* Technical Advisory Center. Any use or disclosure, in whole or in part, *\n* of the IOSv Software or Documentation to any third party for any       *\n* purposes is expressly prohibited except as otherwise authorized by     *\n* Cisco in writing.                                                      *\n**************************************************************************^C\n!\nline con 0\n password cisco\nline aux 0\nline vty 0 4\n exec-timeout 720 0\n password cisco\n login local\n transport input telnet ssh\n!\nno scheduler allocate\nevent manager applet ssh-keys\n event syslog occurs 1 pattern \"%SYS-5-RESTART: System restarted\"\n action 1.0 cli command \"enable\"\n action 2.0 cli command \"configure terminal\"\n action 3.0 cli command \"crypto key generate rsa modulus 1024\"\n!\nend"}, "changed": false}
2017-05-20 18:06:36,530 p=7416 u=vagrant |  TASK [Save configuration to local file] ************************************************************
2017-05-20 18:06:37,118 p=7416 u=vagrant |  changed: [E1 -> localhost] => {"changed": true, "checksum": "d35c4b9daf473092c455f33b176941d3156dc09a", "dest": "../Private/ConfigRepo/E1.cfg", "gid": 1000, "group": "vagrant", "md5sum": "dda571aacddb648cd4eba487e7421cae", "mode": "0664", "owner": "vagrant", "size": 5717, "src": "/home/vagrant/.ansible/tmp/ansible-tmp-1495303596.88-159006985071275/source", "state": "file", "uid": 1000}
2017-05-20 18:06:37,123 p=7416 u=vagrant |  PLAY RECAP *****************************************************************************************
2017-05-20 18:06:37,124 p=7416 u=vagrant |  E1                         : ok=3    changed=1    unreachable=0    failed=0   
2017-05-20 18:07:06,441 p=7427 u=vagrant |  closing shell due to sigalarm
2017-05-20 18:07:06,442 p=7427 u=vagrant |  closing shell on device
2017-05-20 18:07:06,443 p=7427 u=vagrant |  shutting down control socket, connection was active for 0:00:33.996267 secs
2017-05-20 18:07:06,443 p=7427 u=vagrant |  closing connection
2017-05-20 18:07:06,443 p=7427 u=vagrant |  closing shell on device
2017-05-20 18:07:25,919 p=7513 u=vagrant |  PLAY [Get device configuration] ********************************************************************
2017-05-20 18:07:25,943 p=7513 u=vagrant |  TASK [Grab configuration] **************************************************************************
2017-05-20 18:07:27,397 p=7530 u=vagrant |  creating new control socket for host 172.16.1.112:22 as user cisco
2017-05-20 18:07:27,398 p=7530 u=vagrant |  control socket path is /home/vagrant/.ansible/pc/e3a1e35360
2017-05-20 18:07:27,398 p=7530 u=vagrant |  current working directory is /vagrant/Examples/Config-to-Git
2017-05-20 18:07:27,398 p=7530 u=vagrant |  using connection plugin network_cli
2017-05-20 18:07:27,432 p=7528 u=vagrant |  creating new control socket for host 172.16.1.111:22 as user cisco
2017-05-20 18:07:27,433 p=7528 u=vagrant |  control socket path is /home/vagrant/.ansible/pc/47f8092613
2017-05-20 18:07:27,433 p=7528 u=vagrant |  current working directory is /vagrant/Examples/Config-to-Git
2017-05-20 18:07:27,433 p=7528 u=vagrant |  using connection plugin network_cli
2017-05-20 18:07:27,437 p=7531 u=vagrant |  creating new control socket for host 172.16.1.120:22 as user cisco
2017-05-20 18:07:27,438 p=7531 u=vagrant |  control socket path is /home/vagrant/.ansible/pc/62784bd107
2017-05-20 18:07:27,438 p=7531 u=vagrant |  current working directory is /vagrant/Examples/Config-to-Git
2017-05-20 18:07:27,438 p=7531 u=vagrant |  using connection plugin network_cli
2017-05-20 18:07:27,450 p=7529 u=vagrant |  creating new control socket for host 172.16.1.110:22 as user cisco
2017-05-20 18:07:27,451 p=7529 u=vagrant |  control socket path is /home/vagrant/.ansible/pc/d537d3ea98
2017-05-20 18:07:27,451 p=7529 u=vagrant |  current working directory is /vagrant/Examples/Config-to-Git
2017-05-20 18:07:27,451 p=7529 u=vagrant |  using connection plugin network_cli
2017-05-20 18:07:27,510 p=7532 u=vagrant |  creating new control socket for host 172.16.1.121:22 as user cisco
2017-05-20 18:07:27,517 p=7532 u=vagrant |  control socket path is /home/vagrant/.ansible/pc/d174acf9c7
2017-05-20 18:07:27,519 p=7532 u=vagrant |  current working directory is /vagrant/Examples/Config-to-Git
2017-05-20 18:07:27,523 p=7532 u=vagrant |  using connection plugin network_cli
2017-05-20 18:07:28,317 p=7530 u=vagrant |  ssh connection done, setting terminal
2017-05-20 18:07:28,330 p=7530 u=vagrant |  ssh connection has completed successfully
2017-05-20 18:07:28,331 p=7530 u=vagrant |  connection established to 172.16.1.112 in 0:00:00.932929
2017-05-20 18:07:28,389 p=7530 u=vagrant |  incoming request accepted on persistent socket
2017-05-20 18:07:28,390 p=7530 u=vagrant |  socket operation is CONTEXT
2017-05-20 18:07:28,390 p=7530 u=vagrant |  updating play_context for connection
2017-05-20 18:07:28,390 p=7530 u=vagrant |  socket operation is EXEC
2017-05-20 18:07:28,390 p=7530 u=vagrant |  attempting to open shell to device
2017-05-20 18:07:28,559 p=7531 u=vagrant |  ssh connection done, setting terminal
2017-05-20 18:07:28,566 p=7531 u=vagrant |  ssh connection has completed successfully
2017-05-20 18:07:28,567 p=7531 u=vagrant |  connection established to 172.16.1.120 in 0:00:01.128673
2017-05-20 18:07:28,637 p=7529 u=vagrant |  ssh connection done, setting terminal
2017-05-20 18:07:28,640 p=7528 u=vagrant |  ssh connection done, setting terminal
2017-05-20 18:07:28,647 p=7529 u=vagrant |  ssh connection has completed successfully
2017-05-20 18:07:28,647 p=7529 u=vagrant |  connection established to 172.16.1.110 in 0:00:01.196036
2017-05-20 18:07:28,649 p=7528 u=vagrant |  ssh connection has completed successfully
2017-05-20 18:07:28,649 p=7528 u=vagrant |  connection established to 172.16.1.111 in 0:00:01.216174
2017-05-20 18:07:28,659 p=7530 u=vagrant |  shell successfully opened
2017-05-20 18:07:28,659 p=7530 u=vagrant |  socket operation completed with rc 0
2017-05-20 18:07:28,681 p=7532 u=vagrant |  ssh connection done, setting terminal
2017-05-20 18:07:28,697 p=7532 u=vagrant |  ssh connection has completed successfully
2017-05-20 18:07:28,697 p=7532 u=vagrant |  connection established to 172.16.1.121 in 0:00:01.176518
2017-05-20 18:07:28,983 p=7530 u=vagrant |  incoming request accepted on persistent socket
2017-05-20 18:07:28,983 p=7530 u=vagrant |  socket operation is EXEC
2017-05-20 18:07:29,393 p=7528 u=vagrant |  incoming request accepted on persistent socket
2017-05-20 18:07:29,393 p=7528 u=vagrant |  socket operation is CONTEXT
2017-05-20 18:07:29,394 p=7528 u=vagrant |  updating play_context for connection
2017-05-20 18:07:29,394 p=7528 u=vagrant |  socket operation is EXEC
2017-05-20 18:07:29,394 p=7528 u=vagrant |  attempting to open shell to device
2017-05-20 18:07:29,395 p=7529 u=vagrant |  incoming request accepted on persistent socket
2017-05-20 18:07:29,395 p=7529 u=vagrant |  socket operation is CONTEXT
2017-05-20 18:07:29,396 p=7529 u=vagrant |  updating play_context for connection
2017-05-20 18:07:29,396 p=7529 u=vagrant |  socket operation is EXEC
2017-05-20 18:07:29,397 p=7529 u=vagrant |  attempting to open shell to device
2017-05-20 18:07:29,425 p=7531 u=vagrant |  incoming request accepted on persistent socket
